Incident #,Assigned Group,Product Name,Reported Source,text,score,customer details,correct summary,Correct Template,Template completed,Complete and understandable troubleshooting notes,Error message and or screenshot,second ticket created,Asset details,Appropriate KBA article related,Was FCR obtained,Status update process,Saved in progress first,Sent to correct queue,Correct resolution
INC000005545553,IT Service Desk,Windows,Phone,"Windows - password not syncing KBA00029727

***This template can only be used if the issue is related to the Operating System itself, do NOT use this template for issues with other apps/services***

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: user states that reset her password and now is not syncing

Error message: NA

Windows version:  11

Is the Operating System starting up? yes

What troubleshooting did you perform?
advised user to connect VPN
lock/unlock computer
issue fixed


Attach screenshot",100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INC000005517675,IT Service Desk,Windows,Phone,"Windows - Global protect not showing on screen Windows - Describe issue
KBA00029727

***This template can only be used if the issue is related to the Operating System itself, do NOT use this template for issues with other apps/services***

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: User called to report she didn't get her computer set up right since she didn't have vpn. 

Error message: n/a

Windows version: win 11

Is the Operating System starting up? yes

What troubleshooting did you perform? Remoted into user's device through teams and found the icon and pinned it on her taskbar. User asked of she could get her files synced. Advised user to connect to GP to have everything synced. Ticket resolved and closed as informational. 



Attach screenshot",95.56,1,1,1,1,1,1,0,1,1,1,0,1,1,1
INC000005583534,IT Service Desk,Active Directory Services,Chat,"Active Directory - (Windows) Password Sync issues -------------------- Important Note: -----------------------------------------------------------------------------------------

- Use this template ONLY if the client has already changed their password

-------------------- Action Required: ----------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00095842

Scenario #1: Client can unlock the computer with the old password but not the new one.

Ensure client is connected to VPN.
Wait 1 minute while connected.
Lock and unlock the computer using the new password.

Scenario #2: Client cannot unlock the computer with either password.

Validate account is not locked/inactive in AD or Okta.
Test unlocking with both passwords.
Client must go to the office to synchronize the computer.

Scenario #3: Client unlocks the computer with the old password but cannot connect to VPN.

If stuck at ""enter AD credentials"" screen, follow steps below; otherwise, use RSA template.
Confirm VPN access and account status in AD.
Connect to VPN using the new password.
Lock and unlock the computer using the new password.",100.0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
INC000005582832,IT Service Desk,Active Directory Services,Phone,"Active Directory - Password Reset Victor Perez Active Directory - Password Reset
-------------------- Important Note: ----------------------------------------------------------------------------------------

- Use this template if the user requesting assistance to reset AD password.

-------------------- Action Required: ---------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00067502
- Verify the user is connected to SCE via VPN, Ethernet cable, or company WiFi. Otherwise, the password will not sync.
- Confirm password is synced afterwards by locking and unlocking the laptop with new password.

-------------------- Questionnaire Section: ------------------------------------------------------------------------------

User ID: PEREZV2

Device ID: d261827 

Domain (SCE/LAW/SONGS):

Authenticated the client (Yes/No)? yes

Did the client receive the 'Windows Password Expiration' pop-up from Aternity? no
- If so, use the 'Aternity - Windows password expiration pop-up' template.

How did you assist the client? User password wasn't working. I provided the temporary password and guided him on how to change the password. Ticket resolved 

-------------------- Routing Instructions ---------------------------------------------------------------------------------

Document and resolve your ticket.

- If user is an Executive, route to Executive Support and follow VIP process KBA00007032",100.0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
INC000005586531,BTAC - Business Technology Assistance Center,OKTA,Phone,"Okta - MFA Reset KBA00072934

***OKTA SMS text messages will no longer be available for MFA. If users receive an email informing them that this method will be removed, please guide them on how to set up OKTA Verify. Specify that this change is part of the Cybersecurity Admin Standard Policy. If users ask for an SCE cell phone, guide them on how to request one in the Digital Workplace and refer them to their manager.***

Escalation group: IAM - Access Enforcement Technology Support

Describe issue: User wants to setup his new MFA

Did you authenticate the client (Yes/No)? Yes

When did the issue start? today

What troubleshooting did you perform?

after initial script:
-authenticated the user
-reset the okta authenticators
-assisted the user in the setup of his authenticators


Attach screenshot
*Please review KBA for troubleshooting steps prior to escalating to L2*",100.0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
INC000005579960,BTAC - Business Technology Assistance Center,OKTA,Phone,"Okta - MFA Reset KBA00072934

***OKTA SMS text messages will no longer be available for MFA. If users receive an email informing them that this method will be removed, please guide them on how to set up OKTA Verify. Specify that this change is part of the Cybersecurity Admin Standard Policy. If users ask for an SCE cell phone, guide them on how to request one in the Digital Workplace and refer them to their manager.***

Escalation group: IAM - Access Enforcement Technology Support

Describe issue: user needs his okta verify app

Did you authenticate the client (Yes/No)? yes

When did the issue start? today

What troubleshooting did you perform?
I verified user and reset his okta verify app and guided him to download it again and set it up. He successfully enrolled his device.

Attach screenshot
*Please review KBA for troubleshooting steps prior to escalating to L2* 

wrightbk
D273550 I was unable to relate this device id
field
9497013456",100.0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
INC000005582725,IT Service Desk,OKTA,Phone,"Okta - MFA Reset Okta - MFA Reset
KBA00072934

***OKTA SMS text messages will no longer be available for MFA. If users receive an email informing them that this method will be removed, please guide them on how to set up OKTA Verify. Specify that this change is part of the Cybersecurity Admin Standard Policy. If users ask for an SCE cell phone, guide them on how to request one in the Digital Workplace and refer them to their manager.***

Escalation group: IAM - Access Enforcement Technology Support

Describe issue: User reported needing setup the Okta verify in his new phone.
Authenticated the user.
Reset the authenticators.
Asked user to go to eix.okta.com.
Guided the user to setup the Okta verify.
Issue resolved.


Did you authenticate the client (Yes/No)? Yes

When did the issue start? Today

What troubleshooting did you perform? User reported needing setup the Okta verify in his new phone.
Authenticated the user.
Reset the authenticators.
Asked user to go to eix.okta.com.
Guided the user to setup the Okta verify.
Issue resolved.



Attach screenshot
*Please review KBA for troubleshooting steps prior to escalating to L2*",100.0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
INC000005582835,IT Service Desk,Active Directory Services,Phone,"Active Directory - Account Unlock -------------------- Important Note: ----------------------------------------------------------------------------------------

- Use this template if the user reports his / her SCE account is locked

-------------------- Action Required: ---------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00067507
- If the account has been locked more than once, follow the Active Directory - Frequent Lockout template 

-------------------- Questionnaire Section: ------------------------------------------------------------------------------

User ID: vegasue

Device ID:  NA

Describe issue: unable to login

When did the issue start? today

SCE Employee / Contractor:  sce

Domain (SCE/Law/SONGS): sce

Authenticated the client (Yes/No)? yes

What troubleshooting did you perform? unlocked

Is the client from GC Services? no
- If so, fill the required contact information below:
  Unit Manager name:
  Unit Manager phone number:
  Unit Manager e-mail address:
  Best time of contact for Unit Manager:

-------------------- Routing Instructions ---------------------------------------------------------------------------------

Document and resolve your ticket.

- If user is an Executive, route to Executive Support and follow VIP process KBA00007032",89.19,1,1,1,1,1,0,0,0,1,1,0,1,0,1
INC000005582916,IT Service Desk,iPhone,Phone,"Mobile Devices iPhone/iPad - Passcode reset Mobile Devices iPhone/iPad - Passcode reset
KBA00091943

Escalation: Contact BTAC - Business Technology Assistance Center for assistance.

Phone number of the device experiencing the issue: 6264223596

Authenticated the client (Yes/No)? yes

Is the client a field user with an iPad? Yes
if so, Contact BTAC for further assistance.

Is Intune Company Portal installed on the device (Y/N)?  yes

Walk the user through the reset passcode link https://portal.manage.microsoft.com

Was the user able to reset their passcode (Yes/No)? Yes
if No, authenticate the user and contact BTAC. 

User called to report hi work phone he was trying to put his pin and got locked. 
Authenticated the user. Contacted BTAC for further assistance.
Asked user to check his iPhone to make sure it's unlocked and will prompt to create a new passcode.
User said the device got unlocked and successfully set a new passcode. Ticket resolved. 

***Please review the KBA steps for iPhone passcode reset/phone disabled***",100.0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
INC000005582737,IT Service Desk,Active Directory Services,Phone,"Active Directory - Password Reset Active Directory - Password Reset
-------------------- Important Note: ----------------------------------------------------------------------------------------

- Use this template if the user requesting assistance to reset AD password.

-------------------- Action Required: ---------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00067502
- Verify the user is connected to SCE via VPN, Ethernet cable, or company WiFi. Otherwise, the password will not sync.
- Confirm password is synced afterwards by locking and unlocking the laptop with new password.

-------------------- Questionnaire Section: ------------------------------------------------------------------------------
 
User ID:   GILEROR

Device ID: D281646

Domain (SCE/LAW/SONGS): sce

Authenticated the client (Yes/No)? yes
 
Did the client receive the 'Windows Password Expiration' pop-up from Aternity? no 
- If so, use the 'Aternity - Windows password expiration pop-up' template.

How did you assist the client? authenticated the user. performed a password reset from ad. User could set a new password and log into his device. ticket resolved 

-------------------- Routing Instructions ---------------------------------------------------------------------------------

Document and resolve your ticket.

- If user is an Executive, route to Executive Support and follow VIP process KBA00007032",100.0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
INC000005587560,Desktop Support,Windows,Phone,"Windows - Slow Performance Windows - Slow Performance
KBA00082532

Escalation group: Desktop Support

Describe issue:
The user called because he has a slow performance on his device
Windows version: 

When did the issue start: Today

How much available free disk space does the client have? 201 GB

What troubleshooting did you perform? 
Remote to the device
Change to best performance mode
Deleted temporally files
7 am to 3 pm PST
Phone 8183124719
Ticket escalated",0.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1
INC000005588150,Desktop Engineering,Windows,Phone,"Windows - Software install/reinstall Michael W So Windows - Software install/reinstall
KBA00082602

***If there is a template for the software you need to install, please use that template instead***

Escalation group: None

Describe issue: 
User reported that was getting some icons on his desktop,  user got a force update from Software Center on his device and he not recognized the app Itron (MVLTxi 2.0.19.5).
User mentioned that on his role he didn't require that app and there is not any request for this app.
At checking with KM and Leads, issue need to be handle for  Desktop Engineering.
User reported that there is no more coworkers with this application on their devices.
Ticket escalated

Windows version: w11
 
What software is the client requesting to install? None,

Does the client have the software installer they are requesting to install? No
- If yes, use the Template Digital Workplace - Application Packaging Request.
- If not: 
- First ensure that the user does not have any existing requests for the same software: If a request for this software already exists, do not attempt to install it.

- If the user does not have any pending requests for the software. 

Were you able to install it from Sims? No
- If not, use the Digital Workplace - How to request software template to request it.


Resolve incident 


MICHAEL SO
SOMW
D402052
Phone: 6267433929 / Email
Monday to Friday
8 AM - 5 PM PST",100.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
INC000005590267,Desktop Support,Windows,Phone,"Windows - Slow Performance THEODORE ESCALANTE Windows - Slow Performance
KBA00082532

Escalation group: Desktop Support

Describe issue: User reported his pc is super slow 

Windows version:  win11

When did the issue start: today 

How much available free disk space does the client have? 276gb free of 475gb


What troubleshooting did you perform? I remote in, he restarted pc, ran dell command updates, no pending on software center,  Disable apps relaunch on startup. Stop a program from starting automatically and same, please assist  7 to 3:30 pm pst / 5599780952 or teams chat",100.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
INC000005584976,Desktop Support,Windows,Phone,"MCAS Policy - Unable to download file from browser (Windows devices only) MCAS Policy - Unable to download file from browser (Windows devices only)
KBA00064901

Escalation Group: IT Collaboration-Infra Sysadmin


Describe issue:
user is unable to download documents from Edge  and Chrome browsers
user is SCE employee since yesterday, he gets a new Edison computer

Error message: Download blocked

Attach Screenshot

Is the client a contractor or an employee? employee
        For employees, ensure they're connected to VPN
        For contractors, validate VPN access

Is the client connected to VPN? yes
         If not, please connect client to VPN

Is the client using a Windows device, Mac/iPad? Windows  
         For Windows, ensure the client is using the correct proxy configuration
         If the client is using a Mac/iPad, please refer to this KBA: KBA00067110 

Which browser is the client using? Edge 
        Recommended browsers are Edge/Chrome

From which site/application is the file being downloaded? From Edison portal   Rims / SharePoint site

https://edisonintl.sharepoint.com.mcas.ms/teams/LIMS%20O365/RIMSBI/Dashboards/RIMS360.aspx?RimsID=21762&RootFolder=/teams/LIMS%20O365/RIMSBI/RIMS%20Documents%201/21762



Resolution steps:
***Inform client that due to new policy being implemented the download of attachments/file outside the SCE Network is no longer available (due to a high security risk). Suggest using tools like Outlook, OneDrive or Teams, etc. to access these documents or to connect to SCE Network via VPN and be able to download via browser.***

For External Clients (contractors):

1. Validate the following:

       *Client is using a non-SCE Device.

       *Client has a valid SCE email and is being used to authenticate.

      *Client is “Member Of” a VPN Group in AD.  VPN and RSA connection must be enabled.

                - If VPN Access is needed refer to KBA00042203.

2. Make sure to clear browser cache. Edge/Chrome are the recommended browsers to be used.

If the user continues having issues or getting the pop up even when VPN connection is established, then make sure to clear browser cache, close the browser and try again while connected to the VPN.",100.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
INC000005590368,Desktop Support,Office 365,Phone,"Microsoft Office - Excel is not responding KBA00013503

Escalation: Desktop Support

Describe issue: MS Excel is not responding.

Office version: 16.0.28827.20164

Operating System: w11

Application (see available apps in KBA): MS Excel

When did the issue start? Today

What troubleshooting did you perform?

I repaired MS Office from the control panel
User restarted her device. Issue persists

Attach screenshot",0.0,0,1,1,1,1,1,0,1,1,1,0,1,1,1
INC000005590205,Desktop Support,Windows,Phone,"Windows - KMZ Files Issues KBA00029727

***This template can only be used if the issue is related to the Operating System itself, do NOT use this template for issues with other apps/services***

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue:User called in to report is unable to open KMZ files on outlook attachments and has never been able to open them in the past. 

Error message: file could not be opened

Windows version: 11

Is the Operating System starting up?yes

What troubleshooting did you perform?REmoted into user's computer and attempted to to select adobe to open the .kmz files. unale to open. Had user to sig into adobe and tried again 
Went to apps >select apps by file in the system settings 
and attempted to select adobe, google maps to open those 
files. 
User mentioned has never been able to open any kmz file in the past. he states those files contain maps
Tried to open with several programs in the systems as paint, windows manager and acrobat ending in the same error: 

file could not be opened. 

Routing to l2 for further assistance 
Method: phone
Phone:8052175320
Hours:7 am to 330 pm 


Attach screenshot",0.0,1,1,0,1,1,0,0,1,1,1,0,1,1,1
INC000005587367,Desktop Support,Office 365,Phone,"Microsoft Office - Unable to launch microsoft word Richard A RethornII Microsoft Office - Describe issue
KBA00013503

Escalation: Desktop Support

Describe issue:  Unable to launch microsoft word

Office version: 16.0.14931.20944


Operating System:W11

Application (see available apps in KBA):
Word

When did the issue start?
Today

What troubleshooting did you perform?
Office Repair

Attach screenshot",0.0,1,1,1,1,1,0,0,1,1,1,0,1,1,1
INC000005590741,Tech Bar,Windows,Phone,"Windows - Slow Performance Daniel Sias Windows - Slow Performance
KBA00082532

Escalation group: Desktop Support

Describe issue: user reported his device was very slow task were taking him 3-5min 

Windows version: win11

When did the issue start: this week

How much available free disk space does the client have? 40.4GB

What troubleshooting did you perform? I remoted in via teams because i could not through the remote control even with the ip address and many attempts , verified winver, he had restarted 6 times already, tried to verify dell command for updates but the app never launched even with admin rights, there were no installation problems on software center, we disabled some apps from running in the back but same thing so routing to l2 for further assistance. 

User would prefer to be contacted by phone 6264644472 from 8 to 5pm pst monday to friday",100.0,1,1,1,1,1,0,0,1,1,1,0,1,1,1
INC000005583880,IT Service Desk,Windows,Phone,"M365 Copilot - Describe issue KBA00087409

Escalation Group: None

Describe issue: The user wants to use the app on Word

What is the Microsoft Copilot product? word 

Any questions or user requesting M365 Copilot license user can send an email to Copilot@sce.com. 


What troubleshot did you perform?
I checked that the user has the license 
Advised the user to please contact Copilot@sce.com. 
ticket closed as informational 


***Resolve your ticket***",94.59,1,0,1,1,1,0,0,1,1,1,0,1,0,1
INC000005588860,BTAC - Business Technology Assistance Center,Active Directory Services,Phone,"Active Directory - Password Reset Alex Levesque Active Directory - Password Reset
-------------------- Important Note: ----------------------------------------------------------------------------------------

- Use this template if the user requesting assistance to reset AD password.

-------------------- Action Required: ---------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00067502
- Verify the user is connected to SCE via VPN, Ethernet cable, or company WiFi. Otherwise, the password will not sync.
- Confirm password is synced afterwards by locking and unlocking the laptop with new password.

-------------------- Questionnaire Section: ------------------------------------------------------------------------------

User ID: LEVESQA

Device ID: D294194

Domain (SCE/LAW/SONGS): sce

Authenticated the client (Yes/No)? yes

Did the client receive the 'Windows Password Expiration' pop-up from Aternity? no
- If so, use the 'Aternity - Windows password expiration pop-up' template.

How did you assist the client? After script
User didnt remember his password
I authenticated him with name, user id, PERNR and 4 ssn, because the device was not showing under his name

Made the password reset and provided him the temporary one, so that way he could changed it later

User was able to log in

Ticket resolved

-------------------- Routing Instructions ---------------------------------------------------------------------------------

Document and resolve your ticket.

- If user is an Executive, route to Executive Support and follow VIP process KBA00007032",100.0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
INC000005583528,IT Service Desk,Latitude 7490,Phone,"SCE Device - First time login outside of California Sanjayakumar Meher SCE Device - First time login outside of California
-------------------- Important Note: -----------------------------------------------------------------------------------------

- This template only applies for SCE devices that are unable to unlock in the first time login, ONLY if the user is not in the State of California. If the user is able to go to an SCE location please proceed with the ""Active Directory - (Windows) Password Sync issues"" template.

-------------------- Action Required: ----------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00119942
- Do Not reset the user's password in Active Directory. 
- If the default password is not working, advise the user to reach out to their manager for assistance.
- The user's manager should submit a report an issue request through Digital Workplace, selecting IMACD as the resolver group.
 
-------------------- Questionnaire Section: -------------------------------------------------------------------------------

Describe issue:
user reported he just got a new laptop but the first logging password is now working.
Since user is outside of the state of California, asked him to reach his manager and submit a report an issue to the IMACD group.
User agreed and algo asked for his manager email.
Provided to him with it.

Error message the client is getting upon sign-in: unable to sign in

State of the country where the client is located: Texas

What did you advise the client?
user reported he just got a new laptop but the first logging password is now working.
Since user is outside of the state of California, asked him to reach his manager and submit a report an issue to the IMACD group.
User agreed and algo asked for his manager email.
Provided to him with it.

Resolve the incident.
 
-------------------- Routing Instructions ---------------------------------------------------------------------------------

Escalation group: None",0.0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
INC000005588322,IT Service Desk,OKTA,Phone,"Okta - MFA Reset Francis J Micallef Okta - MFA Reset
KBA00072934

***OKTA SMS text messages will no longer be available for MFA. If users receive an email informing them that this method will be removed, please guide them on how to set up OKTA Verify. Specify that this change is part of the Cybersecurity Admin Standard Policy. If users ask for an SCE cell phone, guide them on how to request one in the Digital Workplace and refer them to their manager.***

Escalation group: IAM - Access Enforcement Technology Support

Describe issue: reset mfa

Did you authenticate the client (Yes/No)? yes

When did the issue start? today

What troubleshooting did you perform? reset mfa 


Attach screenshot
*Please review KBA for troubleshooting steps prior to escalating to L2*",89.19,1,1,1,1,0,0,0,1,1,1,0,1,0,1
INC000005582925,IT Service Desk,iPhone,Chat,"Mobile Devices iPhone/iPad - Passcode reset KBA00091943

Escalation: Contact BTAC - Business Technology Assistance Center for assistance.
d274356
909 5490534
Availability: not provided
Best contact:  not provided
Phone number of the device experiencing the issue: 
Authenticated the client (Yes/No)?
n/a
Is the client a field user with an iPad?
if so, Contact BTAC for further assistance.

Is Intune Company Portal installed on the device (Y/N)? 
n/a
Walk the user through the reset passcode link https://portal.manage.microsoft.com
yes
Was the user able to reset their passcode (Yes/No)?
if No, authenticate the user and contact BTAC. 
YEs user was able to reset their passcode


***Please review the KBA steps for iPhone passcode reset/phone disabled***",89.19,1,1,1,1,0,0,0,1,1,1,0,1,0,1
INC000005588901,IT Service Desk,Internet Information Services,Phone,"Informational call/chat - Describe issue Cynthia Moran Informational call/chat - Describe issue
KBA00078320

Escalation group: None

What is the client's department?
unknown
What was the client's question/concern?
USer reports being unable to connect to the internet and that she needs a loaner laptop
What did you advise the client?
advised the user to request a loaner laptop through their manager

**Only use this template if the client called for a generic question/concern that has no Remedy template available**

Resolve incident",0.0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
INC000005586722,IT Service Desk,SAP GUI,Chat,"SAP - Account unlock KBA00076810

Escalation group: SAP Security

Describe issue: Account locked 

Did you authenticate the client (Yes/No)? Yes 

What system is the client trying to access (P02, Q52, A03, D39)? P02 
- If the system is T02 or T03, contact BTAC or your Lead for assistance.

What ""client"" from that system is the user trying to access (100, 200, 300, 400)? 100 

When did the issue start? Today 

What troubleshooting did you perform? Unlocked",0.0,1,1,1,1,0,0,0,1,0,1,0,1,0,1
INC000005585126,IT Service Desk,Internet Information Services,Phone,"Informational call/chat - Longer lock screen time KBA00078320

Escalation group: None

What is the client's department? NP

What was the client's question/concern? The user needed to have a longer period of time before his computer gets locked

What did you advise the client? I commented that we cannot change that due to security issues


**Only use this template if the client called for a generic question/concern that has no Remedy template available**

Resolve incident",100.0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
INC000005588082,IT Service Desk,Windows,Phone,"Windows - Time/date out of sync Caller: James D Whooley
User ID: whoolejd
Device ID: D406157
Location: Remote
Phone: 2133593416
Describe issue: User called in reporting the date and time is wrong
Error message: No error message
Last time it worked: today
How many users affected: N/A 

KBA00083707

Escalation group: None

Describe issue: User called in reporting the date and time is wrong

Operating system: Windows 10

Device ID: D406157

When did the issue start? today

What troubleshooting did you perform?

- Ask user if he is connected to the VPN
- User mentions it is not allowing him to connect to the VPN due to the date and time
- Guide user to open CMD as admin
- User unable to run commands gpupdate /force and  w32tm /resync due to network failed
- Guide user to open timedate.cpl 
- User not able to update date and time due to admin rights
- Ask user to reboot the computer
- Ask user to connect to the VPN
- Review account and account is disable
- Closing this ticket and create a new ticket for account disable 







Resolve incident",100.0,1,1,1,1,1,1,0,1,1,1,0,1,0,1
INC000005569545,Desktop Support,Windows,Phone,"NetMotion - Access denied KBA00077643

Escalation group: Desktop Support

Error Message: access denied
When was the last time it worked? a month ago
Please provide the GRC# that is granting access for VPN: 586618
If no GRC is found, please raise an AO How Ticket for access. John A Lozano


user has not connected for a while, He forgot the passcode
we reset the passcode but user still gets access denied
user will be available tomorrow all day
phone 
5624196224
d252356",100.0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
INC000005560621,Desktop Support,RSA Secure ID Hardware Token - SCE,Phone,"RSA - How to request a Hard Token (first time users) KBA00062103

Escalation group: Depending on the issue

Describe issue: The supervisor of Tyler made contact, and he mentions that Tyler will need a hard token to login, he will be a first-time user. 

Is the client an SCE employee or contractor? SCE Employee

Is the client a field user? Yes

Does the client have the VPN SCE GENERAL role in Active Directory? Yes, attaching screen
(SSO, EXT, or other roles do not qualify)
- If so, document your findings and route the incident to Desktop Support.
- If not, follow the resolution steps below.


Resolution steps:

1. Advise the client to go to IGAM, submit a request for the role VPN SCE General, and specify in the business justification that a hard token is required.

Tyler already has the VPN SCE GENERAL role added in Active Directory (attaching screenshot).
Routing to L2
Please assist the user
Contact: 3108485802
Availability:  7AM-330PM PST Mon-Fri.",100.0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
INC000005575543,Identity and Access Management- Operations Support,SailPoint,Phone,"**REFER TO SUBMITTED REQUEST** IGAM - Fileshare Access KBA00058402


Escalation Group: Identity and Access Management- Operations Support

File Path: \\Sce\workgroup\CSBU2\BPO-CSBU\Business Automation Input Folders\Bill Line Item Upload\Robotics Reports
Requesting access for:
Alim Wade
Leanne Canas
Seth Boothe
Gwendolyn Smith
Sandra Bonilla
Maria (Luisa) Ramirez


Fix:
Submit File Share request in IGAM. 

If File Share cannot be found in IGAM, route to the corresponding team.

-User called in and request assistance on how to submit a IGAM - Fileshare Access for a few users but the shared folder cannot be found in IGAM
-I advised the user I will need to escalate this ticket to second level 

*Contact the user"".
-Best day(s) to contact the user: from: Monday to: Friday.
-Best time to contact the user: from: 8:00 am 3:30 pm 
-Best way(s) Phone contact 6269678253",100.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
INC000005584581,IAM - Access Enforcement Technology Support,OKTA,Phone,"Okta - MFA Setup -------------------- Important note: -----------------------------------------------------------------------------

- Use this template if the user requires to Setup OKTA Verify.

-------------------- Action Required: ----------------------------------------------------------------------------

- Verify the KBA for more information: KBA00131644
- OKTA SMS text messages will no longer be available for MFA. If users receive an email informing them that this method will be removed, please guide them on how to set up OKTA Verify. Specify that this change is part of the Cybersecurity Admin Standard Policy. If users ask for an SCE cell phone, guide them on how to request one in the Digital Workplace and refer them to their manager.
- Please review KBA for troubleshooting steps prior to escalating to L2.

-------------------- Questionnaire Section: ----------------------------------------------------------------------

Device ID:  not provided by the user

Describe issue: User is unable to make OKTA Verify setup

What troubleshooting did you perform?
 Reset user's password
Authenticated user
Advise the user to try once again
User only have mail and phone option to verify

Routing to IAM to assist user

Hours available: 9am - 6PM IST
 
How would you like to be contacted:  Phone

-------------------- Routing Instructions: ------------------------------------------------------------------------

Escalation group: IAM - Access Enforcement Technology Support",100.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
INC000005559768,Desktop Support,Windows,Phone,"Windows - How to map a drive KBA00083609

Escalation group: Depending on the issue

Describe issue:  unable to map a drive

Path that the client would like to map:  \\sce.eix.com\home\users6\villaj6

How did you assist the client? escalating for assistance

contact during night
6268155611


Attach screenshot",90.24,1,1,1,1,0,1,0,1,1,0,0,1,1,1
INC000005572096,Desktop Support,Citrix Receiver for Google Chrome,Chat,Need to raise service request for increasing RAM. Purpose: for working on power BI desktop nan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
INC000005563955,IMACD,Palo Alto Global Protect,Phone,"GlobalProtect - Connect button not working Roberto Alcala GlobalProtect - Connect button not working
KBA00069306

Escalation Group: Desktop Support

Describe issue: connection the virtual adaptor could not start error message

When did the issue start? today

When was the last time it worked? friday

What VPN role does the user have in AD (Member Of)? vpn sce general sso

What troubleshooting did you perform? check for internet access user has access to internet
1. Open Global Protect settings.
2. Select the VPN portal and click delete.
3. Once the portal has been deleted, click the ""Add"" button.
4. Enter the portal the client uses to connect to VPN and click ""Save"".
best contact method phone 5593313841
best contact time 6am to 3 30pm monday to friday
please contact asap


Troubleshooting steps:

1. Open Global Protect settings.
2. Select the VPN portal and click delete.
3. Once the portal has been deleted, click the ""Add"" button.
4. Enter the portal the client uses to connect to VPN and click ""Save"".
5. Client should be able to connect to VPN, if the issue persists, document your findings and route the incident to L2.",100.0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
